$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,<$Cost,<$Score,<$Idle
0.19354,1.0453,3.57744,0.91849,89.0214,4.79929,0.27969,0.58372,17.51481,134.6222006,9999999999.14,0.526315789474
0.11278,1.25349,4.92569,0.69039,83.78,5.19763,1.94359,2.88168,18.85304,688.209374415,9999999999.05,0.117647058824
0.16687,1.19509,2.98151,0.83577,98.43474,7.33218,1.28064,0.31917,16.62089,336.958416205,9999999999.04,0.0
0.14613,1.22554,7.22545,0.94023,90.37262,2.34733,0.74137,1.59543,19.32444,636.000824983,9999999999.01,0.0
0.19854,1.07261,3.42312,0.72959,80.50112,4.43055,1.63064,0.90532,11.09124,313.65692323,9999999999.1,0.41935483871
0.18601,0.86667,5.56109,0.76813,83.06678,1.65592,1.70307,4.98565,10.54404,406.646362269,9999999999.03,0.26
0.10129,0.92135,5.16386,0.76169,94.32199,5.88972,1.9363,2.61903,18.6775,377.225861125,9999999999.07,0.5
0.1313,0.8314,6.76594,0.92719,91.08862,6.8055,0.79065,4.56939,17.66377,389.741012632,9999999999.16,0.45
0.17856,0.8857,2.73781,0.92457,95.72474,5.69543,1.62268,0.57318,13.41566,231.389344138,9999999999.1,0.383333333333
0.1906,1.04749,2.0737,0.60964,89.2869,7.68067,0.99331,0.40324,11.58976,66.3646786504,9999999999.04,0.0
0.12095,1.04427,3.38013,0.61417,87.31321,3.23895,0.46621,0.46801,16.93894,143.548268771,9999999999.07,0.3125
0.13876,1.12975,3.43541,0.87936,87.59446,6.87259,1.69918,1.82295,12.63091,458.684775009,9999999999.09,0.528571428571
0.17279,0.84195,2.70038,0.63655,82.58056,8.90212,0.58394,2.06097,16.48609,121.274685317,9999999999.01,0.0
0.11257,0.87685,3.85544,0.7871,84.38128,6.80049,1.58869,0.4978,15.80754,328.233822617,9999999999.11,0.492063492063
0.11848,1.14003,3.2564,0.94953,99.9703,6.6324,1.82027,0.55261,10.34763,317.098945534,9999999999.1,0.354838709677
0.14918,1.15364,7.33586,0.82235,94.10596,2.40435,1.33226,3.08689,17.58558,1109.84624679,9999999999.05,0.594594594595
0.18536,1.02069,6.40608,0.69175,86.1821,8.49724,1.68227,4.18968,18.9913,754.76936134,9999999999.16,0.4875
0.10061,0.92706,6.77719,0.64012,99.09465,4.81899,0.94941,0.02011,17.99,298.076432924,9999999999.05,0.388888888889
0.12917,1.22029,5.38205,0.79827,86.78682,4.58237,0.01672,2.46319,13.34981,401.568318658,9999999999.07,0.225806451613
0.10756,0.89653,2.41677,0.67279,92.35153,5.76842,0.68852,2.9931,12.95763,134.757160441,9999999999.09,0.45
0.10167,1.00106,5.22961,0.92059,93.39089,2.16203,0.32392,3.04935,19.80313,247.936955387,9999999999.02,0.578947368421
0.13684,0.98255,2.82113,0.74471,99.53171,4.34624,0.09279,1.37976,10.37616,175.202162224,9999999999.02,0.0
0.1885,1.11281,7.69377,0.82844,95.00823,4.66513,1.4356,0.23343,19.90758,800.614282789,9999999999.11,0.333333333333
0.159,1.23548,4.16114,0.80777,87.69319,2.46299,0.62604,2.67019,14.49999,327.554794908,9999999999.02,0.0
0.12635,1.21612,2.24318,0.80765,98.37567,4.82504,1.82343,4.38341,13.25273,242.860823332,9999999999.09,0.382352941176
0.13637,0.98204,2.52929,0.8788,92.36683,6.437,1.76948,0.32945,17.51546,229.419877474,9999999999.04,0.0238095238095
0.16809,0.92837,7.39668,0.78365,93.89952,1.89896,1.91778,1.69111,13.0811,634.927010582,9999999999.05,0.552941176471
0.19427,0.86058,2.28394,0.8876,97.58169,4.27805,1.59717,0.34021,15.63163,158.339576166,9999999999.02,0.0
0.1509,1.12459,3.55879,0.94915,85.80085,6.23357,1.65544,3.79181,17.67565,426.970656717,9999999999.08,0.333333333333
0.12938,0.82413,3.37733,0.67235,87.16477,1.25281,1.46032,2.1153,18.33151,364.889473804,9999999999.01,0.243243243243
0.15903,0.85074,3.08927,0.61532,87.42776,8.77768,1.96936,4.22656,12.04845,220.85553426,9999999999.07,0.0625
0.17456,0.95865,6.77557,0.76173,87.04111,4.36082,0.932,3.9389,13.17724,278.150946655,9999999999.03,0.0
0.11754,1.0215,5.68366,0.70937,86.01913,7.47014,0.75444,4.68219,16.96244,343.328250533,9999999999.15,0.529411764706
0.18305,1.15946,4.6232,0.78861,95.08134,9.40747,1.91225,2.51748,13.87239,421.776694061,9999999999.12,0.129032258065
0.10603,0.83095,7.2655,0.61175,91.10472,3.39472,1.03265,4.90244,12.79094,425.584229432,9999999999.03,0.0555555555556
0.13197,1.21407,3.75542,0.63005,83.93162,9.03681,1.85807,4.0413,10.48988,458.669744905,9999999999.05,0.0
0.18888,1.11656,6.86995,0.83669,97.78449,4.69595,0.17654,3.94724,19.84393,564.291200774,9999999999.08,0.266666666667
0.12878,1.13259,3.64917,0.79547,99.50374,4.36969,1.96133,2.68028,16.30501,331.401699267,9999999999.06,0.327868852459
0.13175,1.14969,6.14165,0.74826,89.37409,9.85977,0.41793,3.91393,16.66754,474.570359192,9999999999.06,0.0
0.17311,1.04553,4.55768,0.81887,82.40933,2.11186,0.91738,3.35611,13.94701,288.275489349,9999999999.05,0.565217391304
0.19474,1.19175,6.57987,0.94047,94.17943,3.20042,0.25428,0.0385,18.32769,576.958365669,9999999999.04,0.0
0.16191,1.09955,3.79495,0.85158,84.80577,2.50101,0.69433,1.87206,11.48584,195.985766623,9999999999.13,0.625
0.12846,1.05886,7.45072,0.80509,98.69108,6.058,0.2111,2.47133,16.42515,491.650571855,9999999999.09,0.2
